system:index,B11_au,B11_sp,B12_au,B12_sp,B2_au,B2_sp,B3_au,B3_sp,B4_au,B4_sp,B8_au,B8_sp,BSI_au,BSI_sp,NDVI_au,NDVI_sp,OC,VH,VV,VV_div_VH,VV_minus_VH,aspect,elev,hillshade,slope,.geo
000000000000000006c7_0,3200.0,3944.5,2896.0,3393.0,1434.0,1804.0,1791.5,2245.0,2109.0,2418.0,2724.5,4278.0,0.12152099287034591,0.022540077946080598,0.12734044,0.2777778,10.4,-23.48664603288027,-12.222244840691125,0.5203912394975647,11.264401192189144,270,381,189,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.64382796546462,48.71523361592379]}"
00000000000000000714_0,4277.0,3518.5,3652.0,2671.5,3018.0,1589.0,3046.0,1937.5,2940.0,1914.0,4823.0,4430.0,-0.0414397662372161,-0.05121599790420469,0.24256086,0.3965952,8.8,-15.0043473334681,-7.759785476556479,0.5171691446550167,7.244561856911622,129,329,162,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.148577600765824,50.03719438803408]}"
0000000000000000075e_0,3297.5,5137.5,2608.5,5266.5,1488.5,2322.0,1788.5,2741.0,1687.0,3262.0,3830.5,4051.0,-0.03246469646236716,0.13718057200880013,0.38849115,0.10789006,9.5,-22.85403837391685,-13.689855770373931,0.5990125485217556,9.164182603542919,121,37,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.801397040581035,52.776067857786096]}"
00000000000000000761_0,2765.5,3032.0,2338.5,2316.5,1390.5,1451.5,1700.5,1760.5,1495.0,1598.0,3375.0,4103.0,-0.055949479282074006,-0.09077519760420247,0.38603696,0.4393966,28.3,-20.878822514780392,-14.623467677357485,0.700397144858401,6.255354837422907,301,29,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.822866775871491,52.649674897310476]}"
00000000000000000779_0,3127.0,3731.5,2039.5,2796.0,1325.0,1437.0,1630.0,1672.5,1339.5,1715.5,4944.0,3728.0,-0.16790088957198082,0.026573690162080662,0.57364523,0.369707,10.7,-21.010661101467672,-13.202555420365677,0.6283741076306937,7.8081056811019955,90,67,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.869134587285497,53.10628855622843]}"
0000000000000000084f_0,3431.0,3283.0,3280.0,2890.5,1689.0,1818.5,1954.0,2051.0,2150.0,2229.0,3046.0,3189.0,0.08200853043815433,0.047958553163173157,0.17244034,0.17718716,9.5,-20.87179677783057,-13.647532863627067,0.653874364957553,7.2242639142035046,59,85,171,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.401008769885262,52.880002936158725]}"
00000000000000000857_0,2974.0,3733.5,2093.0,3256.0,1308.0,1495.0,1526.0,1752.0,1421.0,2020.5,3011.0,3031.0,0.008721597429423916,0.11945525291828794,0.35875452,0.2000396,9.6,-19.5512527881683,-11.998960763147107,0.6137182559681514,7.552292025021192,0,17,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.32402772431807,52.945310457314214]}"
000000000000000008a2_0,3089.5,2947.0,2178.0,2376.0,1443.0,1418.0,1804.0,1626.0,1465.0,1538.0,4690.0,3974.0,-0.14769590643274855,-0.09182950288549155,0.5239643,0.44194484,15.2,-19.536254116012508,-12.657949077479028,0.647920988451117,6.87830503853348,302,48,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.323650101077017,52.18551539000592]}"
0000000000000000092c_0,3543.0,3694.5,2548.0,3121.5,1360.0,1558.5,1780.0,1746.0,1626.0,1896.0,4945.0,3242.0,-0.09900644936377898,0.07602733134443268,0.50509816,0.26196963,17.1,-19.790298155313874,-12.181666465818104,0.6155372885348479,7.60863168949577,0,29,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.847925198016576,52.66871918133381]}"
0000000000000000093d_0,5672.0,3487.0,4919.5,2525.5,4372.5,1385.0,4329.0,1697.0,4258.0,1623.5,6340.5,4366.0,-0.03793053335271036,-0.0589697555586245,0.19649006,0.45788464,8.2,-23.42188880166117,-14.5387904990857,0.6207351858853738,8.883098302575469,180,30,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.280014849678064,52.44548783323011]}"
000000000000000006c5_0,2639.0,4008.0,2234.0,3693.0,1337.0,1938.0,1637.0,2340.0,1842.0,2710.0,2406.0,3562.0,0.08973735408560311,0.09968898346701588,0.13276836,0.13584183,14.9,-19.116544091144466,-11.051963264889864,0.5781360486600488,8.064580826254602,159,484,172,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.608614006327134,48.463795167898745]}"
000000000000000008ad_0,3024.5,4272.0,2918.0,3436.0,1491.5,1769.0,1594.5,2006.0,1795.5,2316.0,2488.0,3732.0,0.09551679072674583,0.08991645297377782,0.16166686,0.23412699,13.2,-19.855861424170158,-11.58144319555908,0.5832757868395079,8.274418228611077,0,56,180,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.064580547418798,51.966146797623935]}"
00000000000000000956_0,3386.0,3147.0,2348.0,2132.0,1436.0,1404.5,1820.0,1639.0,1441.0,1482.0,6220.0,4946.0,-0.2266282143715453,-0.15679220365226104,0.6238089,0.5388923,17.8,-20.010833307528358,-13.07402641597475,0.6533474251197783,6.9368068915536085,0,31,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.519581813107187,54.67699283051141]}"
0000000000000000068a_0,6455.0,4428.5,5136.0,4122.0,5276.0,2159.0,5384.0,2676.0,5492.0,3119.0,7048.0,3903.0,-0.015532940546331012,0.1091516955068151,0.12408294,0.1116491,16.3,-17.979122296482252,-10.765122910693538,0.598756865500593,7.213999385788714,217,439,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.76679817929688,49.19484414611521]}"
0000000000000000068d_0,2168.0,2879.0,1799.0,2518.0,1343.0,1592.0,1524.0,1828.0,1592.0,2006.0,2100.0,2531.0,0.04400944051089824,0.08459147424511546,0.1375948,0.11571523,19.1,-18.75872351001437,-11.679860631920178,0.6226362164613636,7.078862878094192,0,97,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.632675133095983,49.52856827416561]}"
000000000000000006ab_0,7061.5,3059.0,5927.0,2557.0,7039.0,1461.0,7251.0,1746.0,7174.5,1960.0,9056.0,3066.0,-0.06129042893409383,0.051539912005028284,0.115923725,0.22005571,34.5,-18.976261144543543,-13.187924014132959,0.6949695682241931,5.788337130410584,207,782,185,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.527666650664262,48.38447392831099]}"
000000000000000006c6_0,3400.0,4175.5,2874.5,3437.0,1471.0,1826.0,1781.5,2214.0,2096.0,2488.0,2610.0,4058.0,0.147749817270544,0.06212392906953577,0.10922227,0.23984112,15.5,-20.039906928074448,-12.662082422738477,0.6318433747314377,7.377824505335971,288,497,198,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.633317676640422,48.39139095599871]}"
000000000000000006d1_0,2876.0,3161.0,2315.0,2200.5,1430.0,1377.5,1806.0,1611.0,1400.0,1513.5,5684.0,4514.5,-0.2491659350307287,-0.1152226375810344,0.60474306,0.49784338,34.8,-18.70607943773154,-11.608472882258908,0.620572200652787,7.09760655547263,0,505,180,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.189823995152464,48.14776785094549]}"
000000000000000006d5_0,2719.0,3385.5,2063.0,2675.0,1360.0,1624.5,1602.0,2017.5,1541.0,2083.0,3410.0,4138.0,-0.05647840531561462,-0.02617754429703499,0.3774995,0.33033276,22.5,-17.97136827950545,-10.443063672761976,0.5810945227065012,7.528304606743475,180,440,180,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.101789097308751,48.61749691301159]}"
000000000000000006d6_0,2214.0,3968.0,1557.0,3388.0,1142.0,1898.0,1553.0,2270.0,1200.0,2700.0,2476.0,3756.0,-0.02901023890784983,0.08229183574095114,0.34711644,0.16356878,13.1,-19.305003728014686,-12.201948062781977,0.6320614196554116,7.103055665232709,21,431,176,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.242195776216633,48.7227794643104]}"
000000000000000006df_0,2913.0,3286.5,1982.0,2218.0,1245.0,1352.5,1723.0,1651.5,1557.0,1556.0,4172.0,4985.5,-0.09578234044705168,-0.13375967085550736,0.45644963,0.52426815,15.4,-19.794231952606715,-11.943769612173405,0.6033964662417994,7.85046234043331,339,446,189,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.719560518197747,49.0000893925181]}"
000000000000000006e6_0,2593.0,3384.0,2412.0,2842.0,1705.0,1642.0,1932.0,2067.0,1882.0,2179.0,3325.0,3674.5,-0.0583903208837454,0.022657291235810468,0.27712694,0.25548816,23,-17.81556885965809,-8.999596708625983,0.5051534856686412,8.815972151032106,153,509,176,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.061908472975697,48.34315142524149]}"
000000000000000006e7_0,1643.0,4313.0,1583.0,4008.5,921.0,2153.0,1212.0,2648.0,1349.0,3021.0,1672.0,3566.0,0.07144136078782452,0.12372634643377002,0.10691824,0.08273873,10.8,-16.944010713380923,-10.341609531005053,0.6103401199361931,6.6024011823758695,31,393,172,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.073945897782897,48.5408706192762]}"
000000000000000006e9_0,1923.5,4343.0,1689.0,3736.0,1156.0,2172.0,1347.0,2338.0,1409.0,2852.0,1902.0,3762.0,0.042954385415851656,0.0960469190341991,0.14889762,0.13758694,15.6,-15.65439090425819,-8.12473524448343,0.5190067945903536,7.529655659774759,30,422,167,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.12002947185823,48.84566899517795]}"
000000000000000006f5_0,2729.0,3846.0,2004.0,3122.0,1268.0,1604.0,1643.0,2030.0,1400.0,2134.0,3940.0,4520.0,-0.11556174360072828,-0.011896893588896233,0.47565544,0.3585813,10.8,-21.508942164206225,-12.744425056871695,0.5925175194380379,8.76451710733453,270,394,189,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.1592812754924,49.318272666153234]}"
000000000000000006f9_0,2723.0,3575.0,1897.5,3323.5,1294.0,1736.0,1745.0,1997.5,1446.5,2242.0,4678.0,3084.0,-0.17773504905585957,0.09372943499106891,0.5276349,0.15809238,46.1,-18.34516207478366,-10.774584746842798,0.5873256776320882,7.57057732794086,0,321,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.390956787266825,48.9895791036939]}"
0000000000000000070a_0,2296.0,3826.5,1652.0,3683.5,1342.0,1819.0,1648.0,2142.0,1427.0,2537.0,4344.0,3091.0,-0.20863003507280264,0.12893067813899853,0.50545835,0.09843639,21.1,-17.448913723367276,-8.688777411193099,0.49795520505997126,8.760136312174177,303,353,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.151905941598919,49.51868680604029]}"
0000000000000000072b_0,3207.0,3910.5,2111.0,3274.5,1336.0,1882.0,1802.0,2197.0,1418.0,2456.0,6612.0,3822.0,-0.26429650839099655,0.0548858787954103,0.6468244,0.21758522,24.6,-16.021291638558807,-9.045073627415368,0.5645658185040702,6.976218011143439,124,572,159,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.551296916918458,48.2041820507882]}"
0000000000000000072e_0,1856.0,3553.5,1625.0,3090.0,1208.0,1741.0,1327.0,1963.0,1374.0,2240.0,1719.0,3168.0,0.04921227870716258,0.08264424199953282,0.111542195,0.17159763,18,-18.10440776168074,-10.383943388118606,0.573558855103615,7.720464373562134,56,420,176,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.554890178054936,48.52802471071329]}"
00000000000000000742_0,2245.5,3621.0,1608.5,3133.0,1231.5,1590.0,1417.0,1752.0,1255.5,1917.0,3335.5,2860.0,-0.13212692117005453,0.10893071686023229,0.45306033,0.19740424,8.2,-19.82221716781452,-12.605736797355021,0.6359397987942059,7.2164803704595,259,52,195,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.897691864756796,53.1353939714339]}"
00000000000000000746_0,2828.0,4482.5,2543.0,4361.0,1472.5,1975.0,1598.0,2324.0,1726.0,2833.0,2446.0,3569.0,0.0750073768073178,0.13775807768575762,0.1725791,0.114964075,7,-20.66974216156506,-10.72517149375534,0.5188826938392374,9.944570667809721,0,102,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.266180794302624,52.17608307952266]}"
0000000000000000074d_0,4033.5,4300.5,3329.0,3651.5,1966.0,1767.0,2230.0,1980.0,2165.0,2213.0,4006.0,3692.0,0.0186105747504211,0.08807684276466904,0.2983309,0.25046572,8.7,-20.585152189923885,-11.416632042398474,0.5546051803292831,9.168520147525411,121,55,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.403443369716086,53.09038837569951]}"
0000000000000000074f_0,3097.0,4233.0,2604.0,3809.0,1719.0,1857.0,1944.0,2238.0,1859.0,2566.0,3800.0,3876.0,-0.05374701670644391,0.08506224066390042,0.34299347,0.203353,9.5,-18.580338858740486,-13.463749660488622,0.7246234723084752,5.116589198251864,0,76,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.4403641278934,53.21552369477736]}"
00000000000000000775_0,4283.0,4451.5,3779.0,3843.5,1850.0,1884.5,2134.0,2234.0,2304.0,2560.0,3708.0,3938.0,0.08472622478386167,0.09264453794608073,0.23353294,0.21206525,13.8,-19.984142782093414,-12.812891006012613,0.6411528953592882,7.171251776080801,220,44,190,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.735465273008513,53.29035335794452]}"
0000000000000000079d_0,3344.0,2740.0,2703.0,1923.0,1803.0,1366.0,2106.0,1763.0,2400.0,1496.0,3318.0,5116.0,0.05734008283479061,-0.20955402127262548,0.16054565,0.5474894,17.2,-18.463374643710388,-10.637326224080486,0.5761312018712748,7.8260484196299025,0,252,180,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.057757925541342,50.396161175568245]}"
000000000000000007fa_0,3469.0,3261.0,2752.0,2618.5,1522.0,1504.5,1817.0,1772.0,1818.0,1802.0,4516.0,4388.0,-0.06631346578366445,-0.07571539409429054,0.42595518,0.4177706,10.5,-20.215996434960118,-12.80552386680958,0.6334352060264816,7.410472568150539,0,14,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.143839401169247,53.475046980359494]}"
00000000000000000804_0,8758.0,3602.5,7351.0,3053.5,10160.0,1837.0,10000.0,2140.0,9984.0,2519.0,10742.0,3205.0,-0.05448491575017657,0.09669906391364716,0.036572423,0.11984626,23.4,-20.19282761225692,-12.029162935582459,0.595714635244092,8.163664676674461,0,151,180,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.247396856300824,51.98177748356761]}"
0000000000000000082c_0,2664.0,2943.0,2436.0,2606.0,1453.5,1566.0,1667.0,1828.0,1766.0,1848.0,2845.5,2640.0,0.01500744644289151,0.0650216738912971,0.23408869,0.1764706,20.6,-21.128805451348754,-12.977243939576487,0.6141967641974804,8.151561511772266,0,45,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.33515768527745,52.64518332088988]}"
00000000000000000839_0,2606.0,3864.5,1988.5,3250.0,1514.5,2071.0,1743.0,2378.0,1632.0,2381.0,3283.0,3858.0,-0.061922417132422115,0.02599696086081564,0.33591047,0.23673666,19.2,-16.936310618977004,-10.294848741447579,0.6078566325957839,6.641461877529425,40,1,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.530896011405241,53.716603960259235]}"
0000000000000000083d_0,2509.5,3453.5,1820.0,2857.0,1403.0,1717.0,1522.0,1902.0,1504.0,2154.0,2710.0,3395.0,-0.012243893435058143,0.046224170903493636,0.2861889,0.2236439,12.4,-17.04191321237157,-9.492601418552958,0.5570150076613352,7.54931179381861,209,28,185,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.785478562924714,53.28801773820581]}"
00000000000000000842_0,3143.5,3577.0,2471.5,3092.0,1554.5,1734.0,1916.0,1985.0,1924.0,2086.0,3700.5,3658.0,-0.018164204407846937,0.024513794663048396,0.3158503,0.27367687,10.8,-19.143936193563192,-11.492659555690068,0.6003289730747363,7.651276637873124,59,24,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.267694207440073,53.14806021693999]}"
00000000000000000845_0,3069.5,3100.0,2403.0,2435.0,1615.5,1580.0,1843.0,1772.0,1936.0,1820.0,3337.0,3302.0,0.0053223538863225546,0.0038767598449296063,0.26569316,0.2893401,25.3,-19.29534068484262,-11.075083100228317,0.5739770694449725,8.220257584614304,140,48,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.478888130736573,52.987441444139414]}"
00000000000000000858_0,3450.0,3553.5,2927.0,2933.0,1276.5,1478.5,1452.5,1658.0,1462.0,1774.5,2963.0,3174.0,0.07348522100202153,0.06768197986072842,0.33920905,0.28281298,15.6,-18.27281026399695,-12.49737262933153,0.6839327092426059,5.775437634665419,270,14,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.856166827221218,52.58769114270623]}"
00000000000000000863_0,2967.0,3811.5,2568.5,3254.5,1424.5,1717.0,1552.0,1924.0,1686.5,2031.5,2384.0,3778.0,0.09985818955329709,0.030693243958370083,0.17135487,0.30062827,15.7,-16.860441899820774,-7.278693685861754,0.4317024268467795,9.58174821395902,121,28,176,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.5906294035173385,52.658747881680085]}"
00000000000000000868_0,2909.0,3070.0,2459.0,2560.0,3118.0,1604.0,2914.0,1808.0,2584.0,2076.0,3856.0,2913.0,-0.11879361514398011,0.06509365621442616,0.19751553,0.16776909,17.7,-18.587954375205562,-9.594017424382326,0.5161416490875278,8.993936950823237,0,-1,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.6523436635363495,53.16342140829843]}"
0000000000000000086c_0,3124.0,3866.5,2709.0,3554.0,1534.0,1783.5,1826.0,2030.5,1870.0,2201.0,3138.0,3384.0,0.03331264225118974,0.0801068090787717,0.2531949,0.21181737,21.2,-21.60791584480851,-11.406704971918153,0.5278947332932488,10.201210872890357,209,75,185,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.77613150968802,52.50055456014663]}"
0000000000000000086e_0,5278.0,3475.0,4888.0,2700.0,1905.0,1512.0,2074.0,1782.5,2456.0,1691.0,5775.0,4280.0,0.0035033086804203972,-0.05712721299507209,0.40323168,0.43359572,17.9,-20.101129138533143,-12.347257159548146,0.6142568944487251,7.753871978984996,239,36,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.818082833456401,52.84290251492459]}"
00000000000000000872_0,2302.0,3063.0,1714.0,2449.0,1192.0,1373.5,1255.0,1499.0,1192.0,1476.5,2418.0,2813.0,-0.01632882882882883,0.04045381618152647,0.3396122,0.3115748,20.9,-17.528759477545396,-11.987073409978686,0.683851782285809,5.54168606756671,331,4,185,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861561293207786,53.167284164020145]}"
00000000000000000876_0,2663.0,3314.5,1985.0,2575.5,1440.0,1519.0,1617.0,1773.5,1471.0,1688.5,3830.0,3790.0,-0.1207996597192684,-0.029674166020170676,0.44501036,0.3835904,26.9,-17.33069177252053,-9.952628086155542,0.5742776005015787,7.378063686364989,90,4,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.9195924605619075,53.20429475372587]}"
0000000000000000087d_0,3121.5,2835.0,2618.5,2163.0,1583.5,1472.0,1786.0,1684.0,1886.5,1651.0,3519.0,3896.0,-0.009346718757727116,-0.08950679926933225,0.30200723,0.4047233,12.6,-19.77343944244597,-11.554453091188302,0.5843420981372283,8.218986351257668,0,90,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.175881811121206,52.09379739949732]}"
0000000000000000087e_0,2994.0,3059.5,2214.0,2241.0,1562.0,1487.5,1930.0,1755.5,1717.0,1637.0,4252.0,4437.0,-0.10479809976247031,-0.11561999811693814,0.42469424,0.46098122,10.9,-18.37339645131369,-11.325188610981192,0.6163905863018292,7.048207840332497,90,122,157,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.166269837581128,52.327359373368395]}"
0000000000000000087f_0,2877.0,3062.5,2491.5,2503.5,1452.0,1455.0,1583.0,1627.0,1536.0,1686.0,3749.0,3282.0,-0.08196380278760142,0.001212376785620157,0.41873226,0.32125604,54.7,-16.90774354533463,-11.174380870292653,0.6609031441913497,5.733362675041976,90,3,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.12359986158545,53.333472491582256]}"
00000000000000000881_0,3125.5,3100.0,2009.0,2520.0,1395.5,1492.0,1822.5,1741.0,1392.5,1780.0,5310.0,4142.0,-0.1949035505858244,-0.07171390526916492,0.5844834,0.39885175,13.7,-20.152091958753473,-13.02062188236473,0.6461176293267636,7.131470076388743,229,81,204,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.228523086770611,52.23842616024056]}"
00000000000000000883_0,3122.0,3144.0,3151.0,2469.5,1438.0,1385.0,1588.0,1669.5,1703.0,1414.0,4748.0,5328.0,-0.12360366905821452,-0.19119865140626385,0.47201985,0.5805399,24.5,-21.468105003900476,-11.623458339840752,0.5414291730792691,9.844646664059724,0,13,180,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.287183074823616,52.994358471827134]}"
00000000000000000884_0,3167.0,3115.5,2388.0,3103.5,1422.0,1619.5,1592.0,1700.5,1632.0,1795.0,2582.0,2410.0,0.09031012154947177,0.09854586129753914,0.22543901,0.14625446,33.2,-20.074943083208286,-11.711938683179644,0.5834108039377761,8.363004400028641,270,4,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.313503712648318,53.08463915788115]}"
00000000000000000890_0,3503.0,4000.0,2727.5,3664.5,1479.5,1869.5,1749.5,2201.0,1961.5,2646.0,3470.5,3514.0,0.04940227567334005,0.10495033043767406,0.27779824,0.14090909,14.6,-16.241172675563757,-8.596491838989927,0.529302410036197,7.64468083657383,133,173,171,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.177669293125743,50.85825455771933]}"
00000000000000000897_0,3079.5,4088.0,2598.5,3779.5,1319.5,1862.0,1526.0,2146.0,1732.0,2521.0,2340.0,3348.0,0.13599338921024673,0.1183687283188087,0.14931238,0.14090987,16.9,-17.897344606104223,-9.489007023648293,0.5301907759216912,8.40833758245593,122,27,176,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.774959125536813,52.08184980621853]}"
0000000000000000089b_0,3273.0,3373.5,2886.0,2261.0,1399.5,1344.0,1721.0,1702.0,1844.0,1570.5,3667.0,4719.5,0.0049590023076545395,-0.10170338405632523,0.33079296,0.5006359,14.5,-22.65774522838374,-14.999810428302853,0.6620169075567298,7.657934800080886,0,59,180,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.890392639546172,52.102960215395335]}"
000000000000000008ae_0,3080.5,2931.0,2140.5,2369.0,1498.5,1575.0,1807.0,1772.0,1815.0,1870.0,4787.5,2644.0,-0.12435719715601663,0.06452328159645233,0.45020825,0.17146654,11,-16.113453138554263,-9.630532910740305,0.5976703334741804,6.482920227813958,200,142,190,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.131055878443643,51.769415750401755]}"
000000000000000008c8_0,2958.5,4070.0,2258.5,3469.0,1521.0,1838.0,1843.0,2112.0,1819.5,2588.0,2886.5,3514.0,0.040335311088128024,0.10874271440466278,0.22673184,0.15175353,20.3,-19.607148642873383,-11.724878488361918,0.5979899832413197,7.882270154511465,280,354,212,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.210197454974573,51.23123506368575]}"
000000000000000008cb_0,3288.5,3523.0,2342.0,3009.0,1480.5,1712.0,1773.0,1960.0,1818.0,2222.0,3921.5,3473.0,-0.02812009325783889,0.05123513266239707,0.36649534,0.21966638,22.7,-16.657562177861344,-8.274539368669284,0.4967437179773234,8.38302280919206,122,80,171,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.423188008839311,51.70177260950756]}"
000000000000000008e3_0,3104.0,3622.0,2550.0,3497.0,1483.0,1636.0,1693.0,1870.0,1836.0,2180.0,3166.0,3320.0,0.030347272916883928,0.07863915225878416,0.26589364,0.20727272,19.3,-18.730492722534937,-9.602767840176185,0.5126810053759531,9.127724882358752,123,295,167,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.752141917320177,49.95805281150315]}"
000000000000000008f1_0,1853.0,3813.0,1535.0,3466.0,1299.0,1927.5,1385.0,2315.0,1437.0,2531.0,1708.0,3772.0,0.0449420358901064,0.05351434383692448,0.08616852,0.19689037,9.3,-18.824277582705182,-10.688533837713557,0.5678057917895163,8.135743744991625,237,111,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.287542400937264,49.128009488976716]}"
000000000000000008f4_0,2901.0,3742.0,2363.0,3313.0,1269.0,1860.0,1390.0,2060.0,1519.0,2324.0,2715.0,3259.0,0.05188005711565921,0.08466696468484577,0.2824752,0.16747269,13.3,-15.82878299475071,-8.512692366014452,0.5377982861245562,7.316090628736259,123,94,171,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.444478081072944,49.36417657717174]}"
00000000000000000903_0,2668.5,3646.0,2029.0,3390.5,1438.5,1811.0,1690.0,2039.0,1527.5,2358.0,4378.0,3008.0,-0.16184769038701624,0.10948905109489052,0.48268563,0.12113306,10.6,-16.80756366269908,-9.173619503200097,0.5458030495852919,7.633944159498984,0,106,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.549778929499157,51.50486189922856]}"
00000000000000000919_0,4457.0,3401.5,3675.0,2631.5,1896.0,1469.0,2196.0,1742.0,2504.0,1703.0,4008.0,4436.0,0.08216090167120094,-0.07270993233116854,0.23095824,0.44518653,19.7,-17.104119974267732,-8.974408817046065,0.5246928126409076,8.129711157221667,238,109,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.38475383752455,52.04582736332534]}"
00000000000000000927_0,4044.0,3615.5,3871.0,3067.0,1608.5,1531.0,1754.5,1812.0,2088.0,1897.5,2882.5,3441.0,0.15447613668455237,0.05159752026704816,0.15984307,0.28912616,20.4,-19.272932476812134,-11.773636522512803,0.6108897302825106,7.499295954299331,58,205,176,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.622448061702574,51.359604317786435]}"
0000000000000000092e_0,2849.0,2831.5,2457.0,1932.5,1273.0,1271.5,1428.0,1502.5,1610.0,1486.0,2016.0,4236.0,0.15100671140939598,-0.12111959287531807,0.11196911,0.4806012,29.5,-20.422335573897897,-12.36494164427313,0.605461681869382,8.057393929624766,73,23,161,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.883678146324531,52.812000469150874]}"
00000000000000000939_0,2748.5,3751.0,2031.5,3056.5,1409.0,1617.5,1730.0,1946.0,1590.0,2068.0,4254.0,4275.5,-0.13243013547967805,-0.006318306010928962,0.45585215,0.347994,9.4,-19.338784120334736,-12.118367052502666,0.6266354170508682,7.22041706783207,302,81,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.169791564316599,51.998036990210174]}"
0000000000000000093a_0,4285.5,4294.5,3795.0,3255.5,3255.5,1382.5,3563.5,1560.5,3405.0,1564.5,5932.5,3114.5,-0.08872233907041502,0.13151796060254925,0.27068272,0.33126736,11.3,-20.584820113583657,-12.709898488810737,0.6174403477261207,7.87492162477292,302,84,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.171588194884839,52.03396960157496]}"
