system:index,B11,B12,B2,B3,B4,B8,NDVI,OC,VH,VV,VV_div_VH,VV_minus_VH,aspect,elev,slope,.geo
000000000000000026b6_0,2900.0,2137.0,1504.0,1722.0,1709.0,4256.0,0.42699078,9.2,-19.294097248680025,-12.4432779676693,0.6449266740645555,6.850819281010725,59,34,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.553008290240136,52.690907568851564]}"
000000000000000008e5_0,3098.0,2282.0,1563.0,1979.0,2146.0,4152.0,0.3185138,17.3,-20.52821522386541,-12.467354494409761,0.607327736895297,8.060860729455648,270,312,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.77756423986076,49.99479390662364]}"
00000000000000000687_0,3410.0,2401.0,1443.0,1752.0,1569.0,4628.0,0.49362594,28.4,-18.69176585304224,-12.522112616104096,0.6699266786538531,6.169653236938146,37,371,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.525420862453965,48.61839522829571]}"
000000000000000006ba_0,2869.5,2037.5,1390.0,1674.0,1487.5,4536.0,0.50610113,15,-20.00470304019248,-11.820648412288548,0.5908934708272886,8.184054627903933,252,532,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.95957663926893,48.29554071518316]}"
000000000000000006c8_0,2976.0,2165.5,1396.5,1641.0,1683.0,4376.5,0.4445086,43.8,-17.301457388477438,-10.430281590286675,0.6028556644732782,6.871175798190762,270,354,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.67284354914168,48.76877320685732]}"
000000000000000006f1_0,3530.0,2723.0,1731.0,2052.0,2330.0,4388.0,0.30634117,20.8,-19.73892933282739,-10.426380471196385,0.5282140837221853,9.312548861631004,237,516,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.738600227939228,49.09162771996988]}"
000000000000000006f3_0,3312.0,2669.0,1539.0,1845.0,1828.0,4100.0,0.38326585,10.5,-20.775580199936975,-10.776530802321869,0.5187114245961978,9.999049397615106,0,421,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.845679409806277,49.755572546462616]}"
000000000000000006fa_0,3874.0,3006.0,1712.0,2164.0,2326.0,3814.0,0.24234527,10.3,-19.618316911193688,-13.852816423806381,0.7061164567028854,5.765500487387307,298,515,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.398772130238665,49.15145551789224]}"
00000000000000000704_0,4399.0,3762.5,2198.0,2597.0,3127.0,3880.0,0.10746396,40.9,-17.866942713059178,-8.24522006778637,0.46147906780715386,9.621722645272808,180,522,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.15972585885261,50.0883983592289]}"
00000000000000000709_0,3249.5,2256.0,1417.0,1684.5,1592.5,5314.0,0.53884023,18.1,-15.199602624550675,-9.636964800541524,0.6340274175968076,5.562637824009151,32,485,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.95078229804826,50.29348373859338]}"
00000000000000000715_0,2792.5,1951.0,1834.5,2393.0,2445.0,5276.5,0.36670336,15.6,-17.363070563393975,-10.939189382384527,0.630026200863762,6.423881181009449,258,460,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.26571791381501,49.67831743202834]}"
00000000000000000738_0,3625.0,2965.0,1996.0,2306.0,2800.0,4273.0,0.20825675,15.9,-19.527264686880716,-10.863225375958198,0.5563106533428922,8.664039310922519,159,450,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.884482055798388,48.79581249690932]}"
000000000000000007e9_0,3362.5,2510.0,1827.0,2290.0,2656.0,4910.0,0.2979117,17.3,-17.359879400393172,-11.541164491635016,0.6648182412703644,5.818714908758157,270,274,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.957061356473394,51.209046676168]}"
00000000000000000822_0,3179.0,2572.0,1686.0,1926.0,1970.0,4124.0,0.35346243,12.7,-19.569675023440738,-12.429713447175507,0.63515175557525,7.139961576265231,0,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.91268000715604,53.00163482562851]}"
00000000000000000861_0,2793.5,2050.5,1391.0,1681.5,1488.0,4089.5,0.46642762,30.7,-17.81700093427546,-11.462278699174888,0.6433337878500263,6.354722235100571,180,18,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.410247694466139,52.70896370606236]}"
00000000000000000880_0,4640.5,4340.5,2040.0,2310.0,2673.0,4210.0,0.2233038,18.3,-22.167548861424528,-9.767430525017982,0.44061842768800863,12.400118336406546,0,35,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.177139452518974,52.776966173070214]}"
0000000000000000089c_0,2855.0,1939.0,1367.5,1902.0,1324.5,5865.5,0.63157165,20.5,-20.269633827480966,-11.662724230237236,0.5753791276892857,8.60690959724373,0,41,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.976630906821645,52.12317230928802]}"
000000000000000008d2_0,2964.0,2292.0,1386.0,1660.0,1623.0,3886.0,0.41078237,15.2,-18.775648319829426,-11.81683276366477,0.629370158748911,6.958815556164655,58,263,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.64039607025756,50.60960088707505]}"
000000000000000008de_0,3410.5,2559.5,1528.0,1819.0,1971.5,3534.0,0.2838071,17.3,-18.443058329125602,-10.2956409081954,0.5582393507879516,8.147417420930202,163,370,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.561160087916367,49.89840467663762]}"
00000000000000000914_0,2711.5,2028.5,1600.0,2088.0,1907.0,5332.0,0.47313166,24.6,-17.8662695714833,-8.479518786581583,0.4746104805289576,9.386750784901718,162,337,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.254677784384043,51.56190491977015]}"
00000000000000000933_0,4288.0,3667.0,1766.0,2018.0,2152.0,3544.0,0.24438202,11.7,-20.860351876274414,-13.833015664111368,0.6631247519771893,7.027336212163046,0,50,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.958238314906453,51.82196719452275]}"
0000000000000000095a_0,2591.0,1847.0,1279.0,1498.0,1331.0,4560.0,0.54812425,17.5,-18.643330237499207,-11.528357832719774,0.6183636553050821,7.114972404779433,221,25,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.644627300656625,54.55158801684833]}"
00000000000000000972_0,3054.0,2410.0,1655.5,1960.5,2239.0,4112.5,0.29496968,27.9,-19.56371445913517,-10.92788373223595,0.5585791877642762,8.63583072689922,58,351,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.329413041740935,51.24453012989072]}"
00000000000000000974_0,2935.5,2321.0,1683.0,2016.0,2239.0,4076.0,0.2908947,17.4,-21.07269786636867,-12.075164505876318,0.5730241368452342,8.997533360492353,180,474,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.41610046665847,51.33418199524585]}"
00000000000000000987_0,3982.5,3432.0,1991.5,2344.0,2741.0,3270.5,0.08808118,20.7,-21.77030346339521,-13.3089379871981,0.6113345185828885,8.461365476197109,302,428,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.654697580402466,50.65784041783226]}"
0000000000000000098c_0,3339.0,2262.0,1636.0,1847.0,1720.0,4405.0,0.43836734,16.1,-18.80520555224325,-13.627776668055384,0.7246810799379825,5.177428884187867,58,296,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.004681215095431,50.90406863720942]}"
000000000000000006c7_0,3316.0,2621.0,1866.0,2054.0,2172.0,4316.0,0.33045623,10.4,-23.48664603288027,-12.222244840691125,0.5203912394975647,11.264401192189144,270,381,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.64382796546462,48.71523361592379]}"
00000000000000000714_0,3154.0,2259.5,1669.0,1950.0,1908.5,4367.5,0.39181006,8.8,-15.0043473334681,-7.759785476556479,0.5171691446550167,7.244561856911622,129,329,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.148577600765824,50.03719438803408]}"
0000000000000000075e_0,3938.0,3412.0,1721.5,2049.0,2244.0,4332.0,0.31751823,9.5,-22.85403837391685,-13.689855770373931,0.5990125485217556,9.164182603542919,121,37,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.801397040581035,52.776067857786096]}"
00000000000000000761_0,3137.0,2915.0,1571.5,1876.0,1861.0,3275.5,0.27538207,28.3,-20.878822514780392,-14.623467677357485,0.700397144858401,6.255354837422907,301,29,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.822866775871491,52.649674897310476]}"
00000000000000000779_0,3384.0,2610.0,1433.5,1649.0,1647.0,3749.5,0.38960436,10.7,-21.010661101467672,-13.202555420365677,0.6283741076306937,7.8081056811019955,90,67,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.869134587285497,53.10628855622843]}"
0000000000000000084f_0,3037.0,2518.0,1686.0,1954.0,2150.0,4332.0,0.3366245,9.5,-20.87179677783057,-13.647532863627067,0.653874364957553,7.2242639142035046,59,85,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.401008769885262,52.880002936158725]}"
00000000000000000857_0,3293.0,2686.0,1386.0,1547.0,1676.0,3684.0,0.37462687,9.6,-19.5512527881683,-11.998960763147107,0.6137182559681514,7.552292025021192,0,17,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.32402772431807,52.945310457314214]}"
000000000000000008a2_0,3064.5,2127.5,1572.0,1840.0,1735.0,4632.0,0.45500237,15.2,-19.536254116012508,-12.657949077479028,0.647920988451117,6.87830503853348,302,48,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.323650101077017,52.18551539000592]}"
0000000000000000092c_0,3523.0,2927.0,1600.0,1848.0,1914.0,3644.0,0.31126305,17.1,-19.790298155313874,-12.181666465818104,0.6155372885348479,7.60863168949577,0,29,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.847925198016576,52.66871918133381]}"
0000000000000000093d_0,4230.0,3444.0,1641.5,1857.0,2058.0,3763.5,0.29296574,8.2,-23.42188880166117,-14.5387904990857,0.6207351858853738,8.883098302575469,180,30,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.280014849678064,52.44548783323011]}"
000000000000000006c5_0,3011.0,2347.0,1564.0,1819.0,2050.0,3880.0,0.30860034,14.9,-19.116544091144466,-11.051963264889864,0.5781360486600488,8.064580826254602,159,484,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.608614006327134,48.463795167898745]}"
000000000000000008ad_0,3652.0,3152.0,1614.0,1804.0,1884.0,3338.0,0.27843738,13.2,-19.855861424170158,-11.58144319555908,0.5832757868395079,8.274418228611077,0,56,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.064580547418798,51.966146797623935]}"
00000000000000000956_0,3310.0,2140.0,1326.0,1698.0,1385.0,5752.0,0.61188173,17.8,-20.010833307528358,-13.07402641597475,0.6533474251197783,6.9368068915536085,0,31,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.519581813107187,54.67699283051141]}"
0000000000000000068a_0,3491.5,2642.0,1613.5,1935.0,1888.5,4959.5,0.44845212,16.3,-17.979122296482252,-10.765122910693538,0.598756865500593,7.213999385788714,217,439,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.76679817929688,49.19484414611521]}"
0000000000000000068d_0,2658.0,1963.0,1338.0,1538.0,1530.5,3821.0,0.42801085,19.1,-18.75872351001437,-11.679860631920178,0.6226362164613636,7.078862878094192,0,97,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.632675133095983,49.52856827416561]}"
000000000000000006ab_0,2941.0,2057.0,1466.0,1870.0,1819.0,4312.0,0.40662208,34.5,-18.976261144543543,-13.187924014132959,0.6949695682241931,5.788337130410584,207,782,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.527666650664262,48.38447392831099]}"
000000000000000006b9_0,3206.0,2384.5,1581.0,1793.0,2041.0,4486.0,0.37459782,17.7,-19.723348179767406,-11.076996091351836,0.5616184427913123,8.64635208841557,236,559,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.959666470797341,48.169507080821184]}"
000000000000000006c6_0,3006.0,2193.0,1401.0,1668.0,1642.0,4880.0,0.49647346,15.5,-20.039906928074448,-12.662082422738477,0.6318433747314377,7.377824505335971,288,497,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.633317676640422,48.39139095599871]}"
000000000000000006d1_0,3182.0,2028.0,1318.0,1691.0,1293.0,5552.0,0.622206,34.8,-18.70607943773154,-11.608472882258912,0.6205722006527872,7.097606555472627,0,505,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.189823995152464,48.14776785094549]}"
000000000000000006d5_0,3286.0,2558.0,1664.0,2002.0,2158.0,3630.0,0.25431928,22.5,-17.97136827950545,-10.443063672761976,0.5810945227065012,7.528304606743475,180,440,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.101789097308751,48.61749691301159]}"
000000000000000006d6_0,2705.0,2018.5,1490.0,1765.0,1770.5,4047.5,0.3913716,13.1,-19.305003728014686,-12.201948062781977,0.6320614196554116,7.103055665232709,21,431,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.242195776216633,48.7227794643104]}"
000000000000000006df_0,3513.0,2144.0,1387.5,1762.5,1520.5,4944.0,0.52958465,15.4,-19.794231952606715,-11.943769612173405,0.6033964662417994,7.85046234043331,339,446,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.719560518197747,49.0000893925181]}"
000000000000000006e6_0,3771.5,3046.5,1873.5,2203.0,2626.0,3731.0,0.17382413,23,-17.81556885965809,-8.999596708625983,0.5051534856686412,8.815972151032106,153,509,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.061908472975697,48.34315142524149]}"
000000000000000006e7_0,2884.5,2059.5,1301.5,1510.0,1370.5,5014.5,0.5707126,10.8,-16.944010713380923,-10.341609531005053,0.6103401199361931,6.6024011823758695,31,393,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.073945897782897,48.5408706192762]}"
000000000000000006e9_0,2722.0,1895.0,1298.0,1521.0,1374.0,4723.0,0.54928654,15.6,-15.65439090425819,-8.12473524448343,0.5190067945903536,7.529655659774759,30,422,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.12002947185823,48.84566899517795]}"
000000000000000006f5_0,4084.5,3488.5,1983.0,2427.0,2853.0,3925.0,0.15815875,10.8,-21.508942164206225,-12.744425056871695,0.5925175194380379,8.76451710733453,270,394,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.1592812754924,49.318272666153234]}"
000000000000000006f9_0,3016.0,2183.0,1484.0,1832.0,1870.0,4708.0,0.43143812,46.1,-18.34516207478366,-10.774584746842798,0.5873256776320882,7.57057732794086,0,321,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.390956787266825,48.9895791036939]}"
0000000000000000070a_0,2865.0,1975.0,1448.0,1854.0,1536.5,5666.0,0.57334256,21.1,-17.448913723367276,-8.688777411193099,0.49795520505997126,8.760136312174177,303,353,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.151905941598919,49.51868680604029]}"
0000000000000000070b_0,3044.0,2384.0,1464.0,1668.0,1621.0,4564.0,0.47582862,12.1,-18.961706046975642,-10.524740494126716,0.5550524023551875,8.436965552848926,90,420,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.482036808512843,49.39184468792262]}"
0000000000000000070f_0,3320.0,2483.0,1470.0,1744.0,1968.0,3111.0,0.2250443,17.7,-17.547883902902885,-9.554029425010219,0.5444547888437835,7.993854477892667,57,523,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.887356664707571,48.95768891110765]}"
0000000000000000072b_0,3321.0,2566.0,1465.0,1776.0,1712.0,3716.0,0.36919674,24.6,-16.021291638558807,-9.045073627415368,0.5645658185040702,6.976218011143439,124,572,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.551296916918458,48.2041820507882]}"
0000000000000000072e_0,2794.0,1972.0,1409.0,1634.0,1378.0,4584.0,0.53773904,18,-18.10440776168074,-10.383943388118606,0.573558855103615,7.720464373562134,56,420,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.554890178054936,48.52802471071329]}"
00000000000000000742_0,2915.5,2132.5,1411.5,1741.0,1684.5,3616.0,0.36439958,8.2,-19.82221716781452,-12.605736797355021,0.6359397987942059,7.2164803704595,259,52,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.897691864756796,53.1353939714339]}"
00000000000000000746_0,4219.0,3951.0,1836.0,2132.0,2520.0,3596.0,0.17593198,7,-20.66974216156506,-10.72517149375534,0.5188826938392374,9.944570667809721,0,102,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.266180794302624,52.17608307952266]}"
0000000000000000074d_0,3673.0,2991.0,1667.0,1908.5,1967.0,4247.5,0.36696437,8.7,-20.585152189923885,-11.416632042398474,0.5546051803292831,9.168520147525411,121,55,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.403443369716086,53.09038837569951]}"
0000000000000000074f_0,3685.5,3038.5,1606.0,1873.5,2070.0,4123.5,0.33155727,9.5,-18.580338858740486,-13.463749660488622,0.7246234723084752,5.116589198251864,0,76,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.4403641278934,53.21552369477736]}"
00000000000000000775_0,4310.0,3553.0,1859.0,2185.0,2389.0,4076.0,0.26094353,13.8,-19.984142782093414,-12.812891006012613,0.6411528953592882,7.171251776080801,220,44,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.735465273008513,53.29035335794452]}"
0000000000000000079d_0,3586.0,2700.5,1807.0,2247.0,2846.0,4645.5,0.24020557,17.2,-18.463374643710388,-10.637326224080486,0.5761312018712748,7.8260484196299025,0,252,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.057757925541342,50.396161175568245]}"
000000000000000007fa_0,3535.5,2821.5,1646.5,1884.0,1969.5,4096.0,0.3505894,10.5,-20.215996434960118,-12.80552386680958,0.6334352060264816,7.410472568150539,0,14,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.143839401169247,53.475046980359494]}"
00000000000000000804_0,2856.0,2082.0,1458.0,1670.0,1518.0,5120.0,0.5426333,23.4,-20.19282761225692,-12.029162935582459,0.595714635244092,8.163664676674461,0,151,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.247396856300824,51.98177748356761]}"
0000000000000000082c_0,2895.0,2104.0,1471.0,1756.0,1612.0,3336.0,0.3484236,20.6,-21.128805451348754,-12.977243939576487,0.6141967641974804,8.151561511772266,0,45,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.33515768527745,52.64518332088988]}"
00000000000000000839_0,3395.0,2747.5,1813.5,2128.0,2066.0,4662.0,0.3858502,19.2,-16.936310618977004,-10.294848741447579,0.6078566325957839,6.641461877529425,40,1,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.530896011405241,53.716603960259235]}"
0000000000000000083d_0,2996.0,2558.0,1679.0,1890.5,2047.0,3958.0,0.3182348,12.4,-17.04191321237157,-9.492601418552958,0.5570150076613352,7.54931179381861,209,28,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.785478562924714,53.28801773820581]}"
00000000000000000842_0,3384.0,2787.0,1608.0,1890.0,1993.0,4001.0,0.33500168,10.8,-19.143936193563192,-11.492659555690068,0.6003289730747363,7.651276637873124,59,24,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.267694207440073,53.14806021693999]}"
00000000000000000845_0,3275.0,2359.0,1516.0,1772.0,1714.0,4276.0,0.42771286,25.3,-19.29534068484262,-11.075083100228317,0.5739770694449725,8.220257584614304,140,48,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.478888130736573,52.987441444139414]}"
00000000000000000858_0,3344.0,2818.0,1372.5,1502.5,1476.0,3449.0,0.40060914,15.6,-18.27281026399695,-12.49737262933153,0.6839327092426059,5.775437634665419,270,14,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.856166827221218,52.58769114270623]}"
00000000000000000863_0,3250.0,2135.0,1460.0,1889.0,1599.0,4287.0,0.45667687,15.7,-16.860441899820774,-7.278693685861754,0.4317024268467795,9.58174821395902,121,28,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.5906294035173385,52.658747881680085]}"
00000000000000000868_0,3073.0,2467.0,1692.0,1846.0,2212.0,3856.0,0.27092946,17.7,-18.587954375205562,-9.594017424382326,0.5161416490875278,8.993936950823237,0,-1,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.6523436635363495,53.16342140829843]}"
0000000000000000086c_0,3124.0,2709.0,1618.0,1844.0,1902.0,4116.0,0.36789632,21.2,-21.60791584480851,-11.406704971918153,0.5278947332932488,10.201210872890357,209,75,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.77613150968802,52.50055456014663]}"
0000000000000000086e_0,3699.5,2829.5,1645.0,1967.5,2191.0,4564.0,0.35129532,17.9,-20.101129138533143,-12.347257159548146,0.6142568944487251,7.753871978984996,239,36,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.818082833456401,52.84290251492459]}"
00000000000000000872_0,3105.0,2579.5,1318.0,1467.0,1393.5,3273.0,0.40276438,20.9,-17.528759477545396,-11.987073409978686,0.683851782285809,5.54168606756671,331,4,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861561293207786,53.167284164020145]}"
00000000000000000876_0,3128.5,2454.5,1476.0,1691.5,1663.0,4302.0,0.44241408,26.9,-17.33069177252053,-9.952628086155542,0.5742776005015787,7.378063686364989,90,4,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.9195924605619075,53.20429475372587]}"
0000000000000000087d_0,3154.0,2708.0,1686.0,1822.0,2048.0,3586.0,0.27298546,12.6,-19.77343944244597,-11.554453091188302,0.5843420981372283,8.218986351257668,0,90,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.175881811121206,52.09379739949732]}"
0000000000000000087e_0,3227.5,2453.0,1567.0,1948.5,1790.0,4390.5,0.42075884,10.9,-18.37339645131369,-11.325188610981192,0.6163905863018292,7.048207840332497,90,122,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.166269837581128,52.327359373368395]}"
0000000000000000087f_0,3095.5,2544.0,1430.5,1637.0,1565.5,4266.0,0.4630884,54.7,-16.90774354533463,-11.174380870292653,0.6609031441913497,5.733362675041976,90,3,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.12359986158545,53.333472491582256]}"
00000000000000000881_0,3182.0,2217.0,1502.0,1858.0,1598.0,4175.0,0.44638836,13.7,-20.152091958753473,-13.02062188236473,0.6461176293267636,7.131470076388743,229,81,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.228523086770611,52.23842616024056]}"
00000000000000000883_0,3093.0,2613.0,1447.0,1686.0,1412.0,4748.0,0.54155844,24.5,-21.468105003900476,-11.623458339840752,0.5414291730792691,9.844646664059724,0,13,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.287183074823616,52.994358471827134]}"
00000000000000000884_0,2788.0,2388.0,1449.0,1598.0,1608.0,3358.0,0.3523963,33.2,-20.074943083208286,-11.711938683179644,0.5834108039377761,8.363004400028641,270,4,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.313503712648318,53.08463915788115]}"
00000000000000000890_0,3467.0,2634.0,1488.0,1758.0,1885.0,4403.0,0.40044528,14.6,-16.241172675563757,-8.596491838989927,0.529302410036197,7.64468083657383,133,173,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.177669293125743,50.85825455771933]}"
00000000000000000897_0,3339.5,2684.0,1462.5,1684.0,1862.0,3351.5,0.2857006,16.9,-17.897344606104223,-9.489007023648293,0.5301907759216912,8.40833758245593,122,27,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.774959125536813,52.08184980621853]}"
0000000000000000089b_0,3660.0,2897.5,1522.0,1746.0,1790.5,3522.0,0.3259294,14.5,-22.65774522838374,-14.999810428302853,0.6620169075567298,7.657934800080886,0,59,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.890392639546172,52.102960215395335]}"
000000000000000008ae_0,2960.0,2092.0,1504.0,1816.0,1780.0,4439.0,0.4275607,11,-16.113453138554263,-9.630532910740305,0.5976703334741804,6.482920227813958,200,142,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.131055878443643,51.769415750401755]}"
000000000000000008c8_0,2873.5,2237.0,1521.0,1781.0,1819.5,4070.0,0.38212073,20.3,-19.607148642873383,-11.724878488361918,0.5979899832413197,7.882270154511465,280,354,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.210197454974573,51.23123506368575]}"
000000000000000008cb_0,3083.0,2357.0,1472.0,1772.0,1805.0,4015.0,0.3797251,22.7,-16.657562177861344,-8.274539368669284,0.4967437179773234,8.38302280919206,122,80,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.423188008839311,51.70177260950756]}"
000000000000000008e3_0,3104.0,2512.0,1483.0,1794.0,1834.0,4040.0,0.37555328,19.3,-18.730492722534933,-9.602767840176185,0.5126810053759532,9.127724882358748,123,295,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.752141917320177,49.95805281150315]}"
000000000000000008f1_0,3418.0,2672.0,1608.0,1916.0,1917.0,4615.0,0.41304347,9.3,-18.824277582705182,-10.688533837713557,0.5678057917895163,8.135743744991625,237,111,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.287542400937264,49.128009488976716]}"
000000000000000008f4_0,3158.0,2298.5,1505.0,1757.0,1707.0,4268.5,0.42866707,13.3,-15.82878299475071,-8.512692366014452,0.5377982861245562,7.316090628736259,123,94,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.444478081072944,49.36417657717174]}"
00000000000000000903_0,3286.0,2441.0,1693.0,2126.0,1826.0,4928.0,0.45928338,10.6,-16.80756366269908,-9.173619503200097,0.5458030495852919,7.633944159498984,0,106,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.549778929499157,51.50486189922856]}"
00000000000000000919_0,3392.5,2442.5,1729.0,2104.0,2414.0,4586.0,0.31028572,19.7,-17.104119974267732,-8.974408817046065,0.5246928126409076,8.129711157221667,238,109,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.38475383752455,52.04582736332534]}"
00000000000000000927_0,2823.5,2181.5,1443.5,1584.5,1610.5,3279.5,0.3413088,20.4,-19.272932476812134,-11.773636522512803,0.6108897302825106,7.499295954299331,58,205,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.622448061702574,51.359604317786435]}"
0000000000000000092e_0,2302.0,1653.0,1273.0,1428.0,1376.0,4660.0,0.54406893,29.5,-20.422335573897897,-12.36494164427313,0.605461681869382,8.057393929624766,73,23,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.883678146324531,52.812000469150874]}"
00000000000000000939_0,4592.0,4378.0,1860.0,2182.0,2608.0,3678.0,0.17021954,9.4,-19.338784120334736,-12.118367052502666,0.6266354170508682,7.22041706783207,302,81,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.169791564316599,51.998036990210174]}"
0000000000000000093a_0,3731.0,3480.0,1881.0,2106.0,2496.0,3540.0,0.17296223,11.3,-20.584820113583657,-12.709898488810737,0.6174403477261207,7.87492162477292,302,84,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.171588194884839,52.03396960157496]}"
0000000000000000094b_0,3552.0,3107.0,1728.0,1844.0,2020.0,3842.0,0.31081542,18.8,-17.592461747262615,-10.886438181058356,0.6188126674626583,6.706023566204259,286,15,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.18334240226125,54.4416342260721]}"
